iter	MultiClass
388	0.1346954287
389	0.134233713
390	0.1336507092
391	0.1331509481
392	0.1326803982
393	0.1321916584
394	0.1317094031
395	0.1312634164
396	0.1307726082
397	0.1302891963
398	0.1297309207
399	0.1292067668
400	0.1287447241
401	0.1283101302
402	0.1278373491
403	0.127392479
404	0.1269990992
405	0.1265162663
406	0.1260293694
407	0.1255780984
408	0.1251753667
409	0.124757021
410	0.1242829833
411	0.1238437195
412	0.1234031983
413	0.1229834268
414	0.1225515165
415	0.1221330541
416	0.121723561
417	0.1213161669
418	0.1209116868
419	0.1205253422
420	0.1201106354
421	0.1197092505
422	0.119285586
423	0.1188307349
424	0.1184073861
425	0.1180109427
426	0.1176019272
427	0.1172028281
428	0.1168025141
429	0.1164067425
430	0.1159368979
431	0.11552325
432	0.1151117541
433	0.114706478
434	0.1143199946
435	0.1139505462
436	0.1136017099
437	0.1132307173
438	0.1129003033
439	0.1125102874
440	0.1121403905
441	0.1117828336
442	0.111404261
443	0.1110117827
444	0.1106592154
445	0.1103212763
446	0.1099807316
447	0.1096551767
448	0.1093249294
449	0.1089718093
450	0.1086406803
451	0.1082831015
452	0.1078985897
453	0.1075444258
454	0.1072370394
455	0.1068690897
456	0.1065203443
457	0.1062192221
458	0.1058981212
459	0.1055675534
460	0.105272487
461	0.1049374786
462	0.1045873477
463	0.1042209204
464	0.1038879552
465	0.1035669044
466	0.1032656206
467	0.1029791557
468	0.1026563338
469	0.1023696471
470	0.1020714296
471	0.1017733211
472	0.101456536
473	0.1011443355
474	0.1007802234
475	0.100516774
476	0.1002067602
477	0.09990242526
478	0.09959976781
479	0.09928595807
480	0.09900212882
481	0.09870845445
482	0.0984248155
483	0.09816178223
484	0.09789133391
485	0.09759973914
486	0.0972996314
487	0.09699537955
488	0.09672600914
489	0.0964626484
490	0.0962358418
491	0.09593264549
492	0.09566677268
493	0.09537660895
494	0.09514200838
495	0.09486656589
496	0.09459120946
497	0.09435851481
498	0.09411205978
499	0.09385160797
500	0.09360130809
501	0.09335927544
502	0.0930928446
503	0.09280999993
504	0.09253175409
505	0.09226400813
506	0.09199216605
507	0.0917394727
508	0.09149463472
509	0.09121013556
510	0.0909752998
511	0.09070778803
512	0.09047076179
513	0.09018828329
514	0.08994761781
515	0.08969485477
516	0.08946112621
517	0.08920215598
518	0.08894038002
519	0.08873005291
520	0.08849050998
521	0.08824354781
522	0.08801434215
523	0.0878238256
524	0.08757483711
525	0.08733682758
526	0.08712708653
527	0.08687998215
528	0.08664762411
529	0.0863992226
530	0.08616216434
531	0.08591700597
532	0.08568260692
533	0.08544640889
534	0.08516291146
535	0.08493217905
536	0.08470279357
537	0.08446058693
538	0.08422795381
539	0.08400751534
540	0.08378266055
541	0.08359019935
542	0.08334647054
543	0.08312387796
544	0.08293580104
545	0.08272706862
546	0.08250852877
547	0.08228531927
548	0.08208080997
549	0.08188077605
550	0.08168006175
551	0.08145189569
552	0.08123876633
553	0.08101757595
554	0.08081930921
555	0.08061879445
556	0.08039975003
557	0.08019858227
558	0.07996395537
559	0.0797617384
560	0.07954947798
561	0.07935127588
562	0.07916712822
563	0.07897982528
564	0.07876356759
565	0.07857209051
566	0.07836502504
567	0.07818060763
568	0.07799262023
569	0.07780435756
570	0.07762597267
571	0.07741478536
572	0.07724080879
573	0.07704561357
574	0.07687209156
575	0.07668357876
576	0.07649740732
577	0.07632567401
578	0.0761492919
579	0.0759667971
580	0.07576943101
581	0.07559172288
582	0.0754215447
583	0.07522199761
584	0.07503039476
585	0.074850572
586	0.07468465376
587	0.07449962356
588	0.07428915563
589	0.07412360344
590	0.07396048794
591	0.07378720896
592	0.07361124714
593	0.07344202213
594	0.07327050191
595	0.0731104957
596	0.07294767083
597	0.07277334348
598	0.07260717359
599	0.0724256565
600	0.07225419584
601	0.0720887313
602	0.07193826001
603	0.0717657221
604	0.07159945817
605	0.07143917072
606	0.07128566149
607	0.07111066924
608	0.07094479567
609	0.07078810473
610	0.07061315713
611	0.07042774844
612	0.07028674537
613	0.07012731746
614	0.06995661318
615	0.0698329004
616	0.06968442089
617	0.06951819958
618	0.06933980102
619	0.06919264444
620	0.06902425574
621	0.06887246299
622	0.06872099693
623	0.06856866404
624	0.06842786316
625	0.06829596132
626	0.06813133714
627	0.06798982003
628	0.06784202062
629	0.06769250142
630	0.0675590493
631	0.0674123689
632	0.06726636523
633	0.06712604786
634	0.06697721213
635	0.0668324842
636	0.06669648862
637	0.06655061791
638	0.06640429251
639	0.06625268156
640	0.06611790397
641	0.06598905069
642	0.06585592099
643	0.06571934891
644	0.06557603464
645	0.06544797063
646	0.06531183285
647	0.06516794378
648	0.06504351757
649	0.0648982284
650	0.06474237265
651	0.06461042418
652	0.06446017017
653	0.06434253867
654	0.06420746897
655	0.06406847017
656	0.06394609935
657	0.06381798478
658	0.06368508653
659	0.06355006671
660	0.06342321282
661	0.06331262059
662	0.06317301987
663	0.06302124294
664	0.0628889046
665	0.06274336683
666	0.06262264016
667	0.06249844918
668	0.06236440633
669	0.06223570789
670	0.06210360706
671	0.06197490048
672	0.06185383767
673	0.06172025173
674	0.06157759396
675	0.06145702552
676	0.06132114153
677	0.06119171068
678	0.06106607939
679	0.06093609514
680	0.06080793699
681	0.06069213045
682	0.06055562283
683	0.06043334877
684	0.06031743085
685	0.06019424677
686	0.06007255058
687	0.0599641331
688	0.0598340198
689	0.05973543389
690	0.05961739
691	0.05949126774
692	0.05937566276
693	0.0592535835
694	0.05913814952
695	0.05903043014
696	0.05892529485
697	0.05880589792
698	0.05868053615
699	0.0585547454
700	0.05843342842
701	0.05832617744
702	0.05821363292
703	0.05810049441
704	0.05799351589
705	0.05788469745
706	0.05776607394
707	0.05766584333
708	0.05756266866
709	0.05745778135
710	0.05734841893
711	0.05723488725
712	0.05711830499
713	0.05700817795
714	0.05689539409
715	0.05678845629
716	0.05667668053
717	0.05658152796
718	0.05646917433
719	0.05636439861
720	0.0562525878
721	0.05613012451
722	0.05602055867
723	0.05590838315
724	0.05580644596
725	0.05568874771
726	0.05557932127
727	0.05547015898
728	0.05537164068
729	0.05527601978
730	0.05517760488
731	0.05507703188
732	0.05498024879
733	0.05487011961
734	0.05476574746
735	0.05466337717
736	0.05456599333
737	0.05447349392
738	0.05436722191
739	0.05426404481
740	0.05415988757
741	0.05405302252
742	0.05395538785
743	0.05385624065
744	0.05375689617
745	0.05365969191
746	0.05356286951
747	0.05346900781
748	0.05337486825
749	0.05328198752
750	0.05317929445
751	0.05309204819
752	0.05300225099
753	0.05290122465
754	0.05280129065
755	0.05270293222
756	0.05261865175
757	0.05252668772
758	0.05244140238
759	0.05235122179
760	0.05225487164
761	0.0521758383
762	0.05208715636
763	0.05199796591
764	0.05189953431
765	0.05180496356
766	0.05171456297
767	0.05163045033
768	0.05153247251
769	0.05145493518
770	0.05136158397
771	0.0512866051
772	0.05119245956
773	0.05110865963
774	0.05101461745
775	0.05093216546
776	0.05083974807
777	0.05075717088
778	0.05067257127
779	0.05059040658
780	0.05049461307
781	0.05040407841
782	0.05031486137
783	0.05021772663
784	0.05012288969
785	0.05003124091
786	0.04994365215
787	0.04986925024
788	0.04978675945
789	0.04970633169
790	0.04962650238
791	0.04953658866
792	0.04944788113
793	0.04935848043
794	0.04927716194
795	0.04920280599
796	0.04912795999
797	0.04904226533
798	0.04896706664
799	0.04887094308
800	0.04879008993
801	0.0487053141
802	0.0486302498
803	0.04854450309
804	0.04845677877
805	0.04837755522
806	0.04829604387
807	0.04821729149
808	0.04813589118
809	0.04805164069
810	0.04796966395
811	0.0478927895
812	0.04782081797
813	0.04775047347
814	0.04766377203
815	0.04758790612
816	0.04750429307
817	0.04742918647
818	0.04735446558
819	0.04727624896
820	0.04720183262
821	0.04712159664
822	0.04703709462
823	0.04697122904
824	0.04689123992
825	0.04681177512
826	0.04673474101
827	0.04666052304
828	0.0465896503
829	0.04652185557
830	0.0464496439
831	0.04637819311
832	0.0463041795
833	0.04623059683
834	0.04616325426
835	0.04608812061
836	0.04601486382
837	0.04593931249
838	0.04586572373
839	0.04578313482
840	0.0457116893
841	0.04563937229
842	0.0455715906
843	0.04550546891
844	0.04543857895
845	0.0453675894
846	0.04529943932
847	0.04523418614
848	0.04516188283
849	0.04508903866
850	0.04501880346
851	0.04495334309
852	0.04488259572
853	0.0448170266
854	0.04475181144
855	0.0446947228
856	0.04462383644
857	0.0445589576
858	0.04448716393
859	0.04442274761
860	0.04435624907
861	0.04429196327
862	0.04423012289
863	0.04415816948
864	0.04408846323
865	0.0440250469
866	0.043966597
867	0.04389799085
868	0.04383046906
869	0.04376632389
870	0.04370247525
871	0.04364187435
872	0.04357486541
873	0.04351224891
874	0.04344069684
875	0.04337734892
876	0.0433133516
877	0.04325000793
878	0.04319230293
879	0.04312789558
880	0.04306141796
881	0.04299541733
882	0.04293560895
883	0.04287304831
884	0.04281499094
885	0.0427532309
886	0.04268910167
887	0.04262486393
888	0.04255809948
889	0.04249604272
890	0.04243496962
891	0.04237249718
892	0.04230939628
893	0.04224275805
894	0.04218072087
895	0.04211764984
896	0.04206140163
897	0.0419991565
898	0.04194585743
899	0.04188804621
900	0.04182366331
901	0.04177323917
902	0.04171880361
903	0.04166188154
904	0.04160292579
905	0.04152044679
906	0.04146508948
907	0.04141070036
908	0.04134891717
909	0.04128799001
910	0.04122343244
911	0.04116896051
912	0.0411067584
913	0.04104822015
914	0.04099549792
915	0.04093455789
916	0.04087802908
917	0.04080990512
918	0.04075522166
919	0.04070081959
920	0.04064505758
921	0.04058283755
922	0.04052627304
923	0.04047315253
